Driver_ID,Driver_Name,Age,Experience_Years,Region,Safety_Score,Safety_Category
904071,Driver_4070,60,13,North,76.7,Good
904072,Driver_4071,39,26,Central,54.9,Low
904073,Driver_4072,63,18,East,54.1,Low
904074,Driver_4073,28,19,East,61.5,Average
904075,Driver_4074,60,28,West,56.8,Low
904076,Driver_4075,54,17,South,72.3,Average
904077,Driver_4076,49,21,East,87.8,Good
904078,Driver_4077,46,11,North,91.6,Excellent
904079,Driver_4078,48,28,Central,81.7,Good
904080,Driver_4079,22,5,Central,97.7,Excellent
904081,Driver_4080,28,24,North,81.0,Good
904082,Driver_4081,30,23,North,81.3,Good
904083,Driver_4082,36,16,North,88.9,Good
904084,Driver_4083,50,10,South,90.3,Excellent
904085,Driver_4084,48,21,Central,83.9,Good
904086,Driver_4085,57,21,Central,67.9,Average
904087,Driver_4086,29,27,East,80.7,Good
904088,Driver_4087,48,27,South,66.5,Average
904089,Driver_4088,44,11,West,54.5,Low
904090,Driver_4089,26,16,Central,88.2,Good
904091,Driver_4090,49,29,North,62.7,Average
904092,Driver_4091,34,5,Central,67.9,Average
904093,Driver_4092,35,2,East,50.2,Low
904094,Driver_4093,41,0,East,66.8,Average
904095,Driver_4094,30,9,East,69.1,Average
904096,Driver_4095,22,18,Central,82.2,Good
904097,Driver_4096,52,12,South,79.4,Good
904098,Driver_4097,58,25,South,90.0,Good
904099,Driver_4098,50,11,West,57.8,Low
904100,Driver_4099,37,5,Central,65.1,Average
904101,Driver_4100,23,10,North,96.7,Excellent
904102,Driver_4101,60,15,North,59.3,Low
904103,Driver_4102,49,22,East,64.4,Average
904104,Driver_4103,49,8,North,58.0,Low
904105,Driver_4104,32,28,East,52.7,Low
904106,Driver_4105,61,29,South,61.6,Average
904107,Driver_4106,46,30,South,82.0,Good
904108,Driver_4107,23,18,East,74.7,Average
904109,Driver_4108,42,10,West,93.0,Excellent
904110,Driver_4109,48,0,Central,86.5,Good
904111,Driver_4110,62,13,North,69.0,Average
904112,Driver_4111,31,13,Central,75.7,Good
904113,Driver_4112,54,16,Central,87.8,Good
904114,Driver_4113,53,5,South,53.9,Low
904115,Driver_4114,60,24,West,62.5,Average
904116,Driver_4115,33,20,North,86.6,Good
904117,Driver_4116,62,0,North,54.6,Low
904118,Driver_4117,46,14,East,82.9,Good
904119,Driver_4118,38,5,South,80.0,Good
904120,Driver_4119,34,14,West,66.7,Average
904121,Driver_4120,63,0,Central,66.8,Average
904122,Driver_4121,61,4,South,91.9,Excellent
904123,Driver_4122,25,1,Central,97.5,Excellent
904124,Driver_4123,27,10,South,91.1,Excellent
904125,Driver_4124,39,28,Central,90.2,Excellent
904126,Driver_4125,52,3,Central,80.4,Good
904127,Driver_4126,39,8,South,92.6,Excellent
904128,Driver_4127,57,18,East,72.2,Average
904129,Driver_4128,54,14,West,80.7,Good
904130,Driver_4129,29,16,South,82.7,Good
904131,Driver_4130,25,5,West,62.5,Average
904132,Driver_4131,38,21,East,66.9,Average
904133,Driver_4132,58,26,East,61.1,Average
904134,Driver_4133,26,2,North,77.6,Good
904135,Driver_4134,45,12,North,94.2,Excellent
904136,Driver_4135,43,5,South,85.7,Good
904137,Driver_4136,56,18,South,99.7,Excellent
904138,Driver_4137,36,30,Central,51.4,Low
904139,Driver_4138,28,8,West,91.9,Excellent
904140,Driver_4139,63,10,Central,75.4,Good
904141,Driver_4140,41,15,East,75.4,Good
904142,Driver_4141,21,14,Central,81.4,Good
904143,Driver_4142,49,13,East,85.5,Good
904144,Driver_4143,57,28,Central,86.4,Good
904145,Driver_4144,24,0,West,59.4,Low
904146,Driver_4145,51,22,West,85.3,Good
904147,Driver_4146,24,27,East,96.9,Excellent
904148,Driver_4147,61,1,West,64.7,Average
904149,Driver_4148,45,13,Central,71.6,Average
904150,Driver_4149,46,21,West,67.9,Average
904151,Driver_4150,45,13,Central,92.8,Excellent
904152,Driver_4151,44,19,East,80.1,Good
904153,Driver_4152,24,21,Central,92.0,Excellent
904154,Driver_4153,42,24,East,93.9,Excellent
904155,Driver_4154,30,13,North,71.5,Average
904156,Driver_4155,30,30,Central,50.6,Low
904157,Driver_4156,43,5,East,80.6,Good
904158,Driver_4157,36,24,Central,63.3,Average
904159,Driver_4158,41,20,North,90.9,Excellent
904160,Driver_4159,54,20,North,70.9,Average
904161,Driver_4160,22,7,East,70.6,Average
904162,Driver_4161,60,2,South,95.9,Excellent
904163,Driver_4162,61,1,South,71.9,Average
904164,Driver_4163,60,18,North,65.1,Average
904165,Driver_4164,33,21,East,57.8,Low
904166,Driver_4165,27,21,North,53.0,Low
904167,Driver_4166,62,14,Central,59.5,Low
904168,Driver_4167,47,19,South,54.8,Low
904169,Driver_4168,57,23,Central,51.1,Low
904170,Driver_4169,48,4,North,99.5,Excellent
904171,Driver_4170,37,29,Central,76.3,Good
904172,Driver_4171,45,24,West,86.7,Good
904173,Driver_4172,32,27,West,78.5,Good
904174,Driver_4173,31,1,South,87.4,Good
904175,Driver_4174,58,26,East,85.7,Good
904176,Driver_4175,22,26,Central,60.9,Average
904177,Driver_4176,31,12,Central,52.1,Low
904178,Driver_4177,36,19,North,83.7,Good
904179,Driver_4178,46,30,South,55.8,Low
904180,Driver_4179,41,19,Central,61.1,Average
904181,Driver_4180,37,7,West,63.1,Average
904182,Driver_4181,38,24,South,99.1,Excellent
904183,Driver_4182,35,23,Central,68.5,Average
904184,Driver_4183,24,8,Central,63.6,Average
904185,Driver_4184,60,0,Central,53.0,Low
904186,Driver_4185,27,20,East,86.1,Good
904187,Driver_4186,26,30,West,91.7,Excellent
904188,Driver_4187,32,12,Central,88.9,Good
904189,Driver_4188,58,8,Central,68.5,Average
904190,Driver_4189,61,15,Central,89.8,Good
904191,Driver_4190,22,16,South,93.2,Excellent
904192,Driver_4191,43,0,North,59.2,Low
904193,Driver_4192,55,10,South,70.8,Average
904194,Driver_4193,28,5,East,90.4,Excellent
904195,Driver_4194,22,1,West,69.6,Average
904196,Driver_4195,27,6,North,80.9,Good
904197,Driver_4196,39,15,South,77.7,Good
904198,Driver_4197,55,2,South,82.5,Good
904199,Driver_4198,32,14,East,71.4,Average
904200,Driver_4199,40,25,Central,73.0,Average
904201,Driver_4200,59,21,North,94.8,Excellent
904202,Driver_4201,37,0,South,53.7,Low
904203,Driver_4202,47,6,East,51.3,Low
904204,Driver_4203,47,0,West,79.9,Good
904205,Driver_4204,62,27,Central,82.3,Good
904206,Driver_4205,43,15,West,71.6,Average
904207,Driver_4206,22,30,South,72.6,Average
904208,Driver_4207,58,9,North,94.1,Excellent
904209,Driver_4208,43,8,East,56.3,Low
904210,Driver_4209,31,7,North,58.8,Low
904211,Driver_4210,62,11,East,56.7,Low
904212,Driver_4211,53,10,North,84.3,Good
904213,Driver_4212,57,19,South,88.2,Good
904214,Driver_4213,57,22,East,90.5,Excellent
904215,Driver_4214,39,2,East,73.9,Average
904216,Driver_4215,33,19,East,75.0,Average
904217,Driver_4216,26,0,South,61.0,Average
904218,Driver_4217,48,11,West,72.6,Average
904219,Driver_4218,41,30,Central,64.4,Average
904220,Driver_4219,60,13,East,66.2,Average
904221,Driver_4220,27,20,West,65.8,Average
904222,Driver_4221,56,8,North,57.4,Low
904223,Driver_4222,61,13,East,60.9,Average
904224,Driver_4223,37,5,South,93.2,Excellent
904225,Driver_4224,60,17,South,97.6,Excellent
904226,Driver_4225,56,13,North,69.9,Average
904227,Driver_4226,30,19,Central,79.9,Good
904228,Driver_4227,53,11,Central,93.6,Excellent
904229,Driver_4228,59,16,East,79.8,Good
904230,Driver_4229,45,2,North,56.0,Low
904231,Driver_4230,54,21,North,72.8,Average
904232,Driver_4231,28,1,South,85.8,Good
904233,Driver_4232,32,21,North,73.2,Average
904234,Driver_4233,39,26,East,87.2,Good
904235,Driver_4234,55,5,East,74.9,Average
904236,Driver_4235,61,0,South,67.5,Average
904237,Driver_4236,45,10,North,59.1,Low
904238,Driver_4237,39,12,South,60.2,Average
904239,Driver_4238,27,16,South,55.4,Low
904240,Driver_4239,56,15,East,77.9,Good
904241,Driver_4240,60,7,West,98.5,Excellent
904242,Driver_4241,51,8,North,61.3,Average
904243,Driver_4242,58,20,East,83.8,Good
904244,Driver_4243,45,12,East,73.5,Average
904245,Driver_4244,58,7,West,73.9,Average
904246,Driver_4245,27,3,South,79.1,Good
904247,Driver_4246,31,23,Central,92.9,Excellent
904248,Driver_4247,36,15,West,95.4,Excellent
904249,Driver_4248,58,18,East,61.6,Average
904250,Driver_4249,60,18,West,72.0,Average
904251,Driver_4250,47,29,West,91.0,Excellent
904252,Driver_4251,63,11,South,70.6,Average
904253,Driver_4252,36,26,East,57.5,Low
904254,Driver_4253,21,19,North,57.0,Low
904255,Driver_4254,40,28,South,80.6,Good
904256,Driver_4255,51,6,Central,63.2,Average
904257,Driver_4256,32,12,South,69.1,Average
904258,Driver_4257,21,16,West,58.4,Low
904259,Driver_4258,45,7,North,54.9,Low
904260,Driver_4259,54,2,South,88.9,Good
904261,Driver_4260,39,10,North,98.4,Excellent
904262,Driver_4261,38,27,East,51.1,Low
904263,Driver_4262,37,9,North,53.5,Low
904264,Driver_4263,34,17,South,64.6,Average
904265,Driver_4264,29,29,West,82.7,Good
904266,Driver_4265,60,27,West,69.0,Average
904267,Driver_4266,22,19,East,74.6,Average
904268,Driver_4267,38,16,East,73.2,Average
904269,Driver_4268,58,27,Central,92.6,Excellent
904270,Driver_4269,29,7,South,87.9,Good
904271,Driver_4270,34,8,Central,58.0,Low
904272,Driver_4271,41,12,East,67.4,Average
904273,Driver_4272,44,26,South,95.7,Excellent
904274,Driver_4273,30,23,North,94.3,Excellent
904275,Driver_4274,56,16,West,82.8,Good
904276,Driver_4275,50,4,West,53.3,Low
904277,Driver_4276,37,19,East,83.5,Good
904278,Driver_4277,42,22,Central,67.1,Average
904279,Driver_4278,31,12,West,76.0,Good
904280,Driver_4279,36,19,North,81.3,Good
904281,Driver_4280,56,26,East,99.0,Excellent
904282,Driver_4281,44,9,East,78.7,Good
904283,Driver_4282,53,14,South,93.8,Excellent
904284,Driver_4283,61,0,South,83.8,Good
904285,Driver_4284,48,24,East,53.3,Low
904286,Driver_4285,61,28,East,61.5,Average
904287,Driver_4286,51,16,South,65.6,Average
904288,Driver_4287,41,2,North,80.7,Good
904289,Driver_4288,59,20,East,51.7,Low
904290,Driver_4289,35,20,Central,53.8,Low
904291,Driver_4290,42,30,East,65.0,Average
904292,Driver_4291,58,16,West,95.9,Excellent
904293,Driver_4292,45,7,North,53.9,Low
904294,Driver_4293,46,14,South,78.3,Good
904295,Driver_4294,31,20,South,98.4,Excellent
904296,Driver_4295,38,29,East,79.9,Good
904297,Driver_4296,61,24,North,64.3,Average
904298,Driver_4297,40,16,Central,81.3,Good
904299,Driver_4298,47,9,Central,74.4,Average
904300,Driver_4299,49,1,North,58.0,Low
904301,Driver_4300,44,28,North,71.8,Average
904302,Driver_4301,58,21,East,81.3,Good
904303,Driver_4302,62,18,South,63.6,Average
904304,Driver_4303,43,27,North,96.2,Excellent
904305,Driver_4304,61,29,East,68.0,Average
904306,Driver_4305,26,30,East,87.6,Good
904307,Driver_4306,45,24,South,94.5,Excellent
904308,Driver_4307,46,2,West,97.1,Excellent
904309,Driver_4308,50,20,North,93.5,Excellent
904310,Driver_4309,49,18,South,88.7,Good
904311,Driver_4310,21,5,Central,53.9,Low
904312,Driver_4311,23,15,North,86.9,Good
904313,Driver_4312,41,28,South,70.9,Average
904314,Driver_4313,51,21,South,62.1,Average
904315,Driver_4314,57,3,West,71.0,Average
904316,Driver_4315,38,19,West,62.3,Average
904317,Driver_4316,23,19,East,79.1,Good
904318,Driver_4317,54,30,North,95.6,Excellent
904319,Driver_4318,60,4,West,59.5,Low
904320,Driver_4319,57,30,West,52.6,Low
904321,Driver_4320,61,17,East,90.6,Excellent
904322,Driver_4321,23,25,Central,65.6,Average
904323,Driver_4322,57,24,East,60.2,Average
904324,Driver_4323,63,25,Central,63.3,Average
904325,Driver_4324,55,13,North,85.0,Good
904326,Driver_4325,55,4,North,90.0,Good
904327,Driver_4326,41,12,West,89.1,Good
904328,Driver_4327,59,0,Central,80.5,Good
904329,Driver_4328,55,22,East,62.0,Average
904330,Driver_4329,22,27,North,76.7,Good
904331,Driver_4330,51,14,South,81.1,Good
904332,Driver_4331,23,16,Central,93.1,Excellent
904333,Driver_4332,49,4,South,86.5,Good
904334,Driver_4333,39,30,North,86.5,Good
904335,Driver_4334,41,2,Central,73.7,Average
904336,Driver_4335,26,20,West,88.1,Good
904337,Driver_4336,31,20,North,80.8,Good
904338,Driver_4337,34,26,East,51.7,Low
904339,Driver_4338,37,8,West,59.0,Low
904340,Driver_4339,27,9,South,80.9,Good
904341,Driver_4340,22,26,West,83.2,Good
904342,Driver_4341,45,29,North,99.2,Excellent
904343,Driver_4342,28,27,Central,71.2,Average
904344,Driver_4343,55,6,Central,55.0,Low
904345,Driver_4344,37,17,South,92.6,Excellent
904346,Driver_4345,50,0,North,68.4,Average
904347,Driver_4346,46,25,North,51.6,Low
904348,Driver_4347,35,0,East,98.0,Excellent
904349,Driver_4348,39,26,East,77.8,Good
904350,Driver_4349,52,14,South,93.2,Excellent
904351,Driver_4350,36,18,Central,52.4,Low
904352,Driver_4351,44,24,North,90.4,Excellent
904353,Driver_4352,52,19,South,82.4,Good
904354,Driver_4353,55,1,North,89.7,Good
904355,Driver_4354,63,30,North,70.0,Average
904356,Driver_4355,29,2,North,77.5,Good
904357,Driver_4356,50,12,East,90.1,Excellent
904358,Driver_4357,44,3,West,81.4,Good
904359,Driver_4358,36,14,East,50.6,Low
904360,Driver_4359,54,0,North,54.0,Low
904361,Driver_4360,59,12,Central,95.4,Excellent
904362,Driver_4361,31,11,Central,94.7,Excellent
904363,Driver_4362,50,5,Central,82.7,Good
904364,Driver_4363,33,30,North,69.8,Average
904365,Driver_4364,26,17,South,76.9,Good
904366,Driver_4365,60,30,South,56.7,Low
904367,Driver_4366,49,15,West,63.9,Average
904368,Driver_4367,58,29,South,98.3,Excellent
904369,Driver_4368,62,4,West,99.1,Excellent
904370,Driver_4369,22,1,West,50.7,Low
904371,Driver_4370,27,14,South,59.0,Low
904372,Driver_4371,43,23,Central,56.2,Low
904373,Driver_4372,30,12,North,84.4,Good
904374,Driver_4373,62,30,South,61.3,Average
904375,Driver_4374,22,19,West,70.9,Average
904376,Driver_4375,37,14,Central,81.5,Good
904377,Driver_4376,63,13,Central,93.7,Excellent
904378,Driver_4377,25,10,North,92.4,Excellent
904379,Driver_4378,55,17,East,61.7,Average
904380,Driver_4379,44,1,North,75.8,Good
904381,Driver_4380,57,24,North,94.1,Excellent
904382,Driver_4381,48,9,East,65.5,Average
904383,Driver_4382,52,24,East,89.0,Good
904384,Driver_4383,32,21,North,91.7,Excellent
904385,Driver_4384,25,11,West,85.2,Good
904386,Driver_4385,59,19,North,58.8,Low
904387,Driver_4386,39,16,North,94.2,Excellent
904388,Driver_4387,53,22,Central,54.1,Low
904389,Driver_4388,52,11,West,65.5,Average
904390,Driver_4389,48,23,Central,90.9,Excellent
904391,Driver_4390,46,1,North,60.6,Average
904392,Driver_4391,62,21,Central,82.2,Good
904393,Driver_4392,29,13,South,70.2,Average
904394,Driver_4393,25,11,West,97.6,Excellent
904395,Driver_4394,24,9,North,57.7,Low
904396,Driver_4395,37,22,North,71.6,Average
904397,Driver_4396,23,6,South,85.7,Good
904398,Driver_4397,27,30,East,66.9,Average
904399,Driver_4398,33,24,South,89.0,Good
904400,Driver_4399,43,11,North,51.0,Low
904401,Driver_4400,55,27,North,64.6,Average
904402,Driver_4401,53,29,North,71.2,Average
904403,Driver_4402,27,9,West,78.5,Good
904404,Driver_4403,28,15,Central,51.3,Low
904405,Driver_4404,21,14,East,83.0,Good
904406,Driver_4405,58,17,North,74.9,Average
904407,Driver_4406,45,11,Central,91.4,Excellent
904408,Driver_4407,57,18,East,60.2,Average
904409,Driver_4408,48,9,Central,57.6,Low
904410,Driver_4409,58,6,North,70.0,Average
904411,Driver_4410,33,16,East,84.6,Good
904412,Driver_4411,62,30,South,56.1,Low
904413,Driver_4412,52,15,West,67.0,Average
904414,Driver_4413,23,11,Central,58.1,Low
904415,Driver_4414,50,5,Central,57.1,Low
904416,Driver_4415,62,10,North,80.6,Good
904417,Driver_4416,60,0,West,97.2,Excellent
904418,Driver_4417,22,5,East,56.6,Low
904419,Driver_4418,42,1,Central,56.7,Low
904420,Driver_4419,56,18,East,92.9,Excellent
904421,Driver_4420,62,9,North,54.3,Low
904422,Driver_4421,43,7,East,70.0,Average
904423,Driver_4422,42,23,North,52.8,Low
904424,Driver_4423,26,6,West,77.7,Good
904425,Driver_4424,51,17,Central,52.0,Low
904426,Driver_4425,28,7,Central,55.7,Low
904427,Driver_4426,56,0,East,50.1,Low
904428,Driver_4427,36,8,Central,72.5,Average
904429,Driver_4428,21,8,South,71.2,Average
904430,Driver_4429,39,8,North,78.5,Good
904431,Driver_4430,52,18,South,79.6,Good
904432,Driver_4431,54,14,South,79.3,Good
904433,Driver_4432,41,12,South,57.3,Low
904434,Driver_4433,48,11,East,98.9,Excellent
904435,Driver_4434,62,13,East,85.5,Good
904436,Driver_4435,62,23,North,86.6,Good
904437,Driver_4436,53,2,Central,54.5,Low
904438,Driver_4437,21,4,East,77.0,Good
904439,Driver_4438,23,20,Central,91.5,Excellent
904440,Driver_4439,35,30,North,51.8,Low
904441,Driver_4440,48,12,South,72.0,Average
904442,Driver_4441,52,20,West,65.9,Average
904443,Driver_4442,50,12,Central,98.1,Excellent
904444,Driver_4443,32,28,South,52.2,Low
904445,Driver_4444,35,29,North,70.7,Average
904446,Driver_4445,60,30,South,95.0,Excellent
904447,Driver_4446,30,10,West,77.9,Good
904448,Driver_4447,61,16,Central,72.1,Average
904449,Driver_4448,55,2,West,97.7,Excellent
904450,Driver_4449,53,29,East,86.5,Good
904451,Driver_4450,35,19,West,64.0,Average
904452,Driver_4451,58,13,South,96.6,Excellent
904453,Driver_4452,22,7,West,58.1,Low
904454,Driver_4453,56,12,East,84.1,Good
904455,Driver_4454,63,11,East,95.0,Excellent
904456,Driver_4455,28,20,South,71.9,Average
904457,Driver_4456,39,1,North,55.0,Low
904458,Driver_4457,45,3,West,62.7,Average
904459,Driver_4458,49,24,East,95.8,Excellent
904460,Driver_4459,32,24,Central,66.7,Average
904461,Driver_4460,63,9,Central,60.6,Average
904462,Driver_4461,60,20,West,53.4,Low
904463,Driver_4462,32,26,North,72.8,Average
904464,Driver_4463,46,17,East,84.4,Good
904465,Driver_4464,48,17,West,68.7,Average
904466,Driver_4465,47,6,North,79.7,Good
904467,Driver_4466,33,14,East,65.8,Average
904468,Driver_4467,34,1,North,80.9,Good
904469,Driver_4468,34,14,West,80.6,Good
904470,Driver_4469,42,26,Central,81.9,Good
904471,Driver_4470,36,1,West,60.5,Average
904472,Driver_4471,54,4,Central,70.5,Average
904473,Driver_4472,37,26,North,51.2,Low
904474,Driver_4473,30,23,East,52.8,Low
904475,Driver_4474,27,9,West,92.3,Excellent
904476,Driver_4475,26,6,East,63.2,Average
904477,Driver_4476,41,24,West,78.8,Good
904478,Driver_4477,56,12,South,95.8,Excellent
904479,Driver_4478,49,9,West,71.8,Average
904480,Driver_4479,24,13,East,71.2,Average
904481,Driver_4480,36,19,East,51.7,Low
904482,Driver_4481,53,16,West,70.7,Average
904483,Driver_4482,36,8,West,96.0,Excellent
904484,Driver_4483,49,10,South,95.4,Excellent
904485,Driver_4484,48,25,South,84.8,Good
904486,Driver_4485,63,24,East,84.6,Good
904487,Driver_4486,24,28,South,53.5,Low
904488,Driver_4487,41,2,South,61.0,Average
904489,Driver_4488,56,22,East,56.1,Low
904490,Driver_4489,30,5,North,69.4,Average
904491,Driver_4490,22,23,West,89.3,Good
904492,Driver_4491,23,5,Central,96.9,Excellent
904493,Driver_4492,22,22,Central,56.9,Low
904494,Driver_4493,28,25,West,87.5,Good
904495,Driver_4494,49,8,East,93.8,Excellent
904496,Driver_4495,25,19,Central,96.3,Excellent
904497,Driver_4496,23,15,South,55.2,Low
904498,Driver_4497,43,16,North,63.0,Average
904499,Driver_4498,30,8,South,81.0,Good
904500,Driver_4499,59,23,South,66.4,Average
904501,Driver_4500,62,1,West,73.2,Average
904502,Driver_4501,50,3,North,74.7,Average
904503,Driver_4502,22,24,West,97.1,Excellent
904504,Driver_4503,47,20,South,97.3,Excellent
904505,Driver_4504,59,23,North,96.1,Excellent
904506,Driver_4505,23,29,East,91.2,Excellent
904507,Driver_4506,38,26,West,70.5,Average
904508,Driver_4507,55,14,South,54.4,Low
904509,Driver_4508,55,17,Central,75.3,Good
904510,Driver_4509,50,22,East,78.2,Good
904511,Driver_4510,33,24,West,75.7,Good
904512,Driver_4511,45,29,South,51.2,Low
904513,Driver_4512,26,18,South,71.4,Average
904514,Driver_4513,39,15,East,53.5,Low
904515,Driver_4514,34,10,South,98.8,Excellent
904516,Driver_4515,28,27,North,60.5,Average
904517,Driver_4516,21,28,North,63.2,Average
904518,Driver_4517,41,25,East,70.6,Average
904519,Driver_4518,54,14,West,87.0,Good
904520,Driver_4519,41,27,North,84.9,Good
904521,Driver_4520,25,15,South,82.7,Good
904522,Driver_4521,47,19,West,75.0,Average
904523,Driver_4522,45,15,West,61.4,Average
904524,Driver_4523,59,14,West,73.5,Average
904525,Driver_4524,21,21,West,69.0,Average
904526,Driver_4525,39,19,North,80.7,Good
904527,Driver_4526,30,19,South,71.3,Average
904528,Driver_4527,47,13,West,70.9,Average
904529,Driver_4528,22,11,North,51.8,Low
904530,Driver_4529,41,9,Central,97.1,Excellent
904531,Driver_4530,41,30,West,64.0,Average
904532,Driver_4531,43,13,East,93.5,Excellent
904533,Driver_4532,49,6,West,53.2,Low
904534,Driver_4533,55,13,South,85.6,Good
904535,Driver_4534,47,25,North,73.5,Average
904536,Driver_4535,27,20,North,56.3,Low
904537,Driver_4536,49,17,West,61.1,Average
904538,Driver_4537,30,11,South,57.4,Low
904539,Driver_4538,54,9,North,54.2,Low
904540,Driver_4539,29,23,South,79.8,Good
904541,Driver_4540,22,6,West,70.0,Average
